# sourceSeal=3f0bb4a window=10 — a windowDuplicate is the same widget twice inside 10 consecutive draws. distinctWidgets IS A LOWER BOUND: it cannot exceed the sample count, so a pair reporting 28 distinct in 30 draws has a pool of AT LEAST 28 and possibly far more. Only pairs that saturated well below their sample count (the pool-below-window rows) measure a true ceiling.
generator,form,widgetType,verdict,samples,distinctWidgets,windowDuplicates,globalDuplicates,globalDuplicateRate,window
unit-trading,tensAndOnes,numeric,pool-above-window,34,27,4,7,0.206,10
g7-circle-area,cylinderFromBase,numeric,pool-above-window,34,27,4,7,0.206,10
g4-decimals,dHundredthsWriteNumeric,numeric,pool-above-window,34,27,4,7,0.206,10
prob-fraction,relFreq,fractionEntry,pool-above-window,30,27,3,3,0.100,10
multiple-find,factorList,mcq,pool-above-window,30,27,3,3,0.100,10
pq-kite,solveDiagonal,numeric,pool-above-window,34,27,3,7,0.206,10
fn-evaluate,squareMinus,numeric,pool-above-window,30,27,3,3,0.100,10
fn-arith-seq,nthPos,numeric,pool-above-window,30,27,3,3,0.100,10
box-surface-area,sumPairs,numeric,pool-above-window,30,27,3,3,0.100,10
unknown-letter,solveFor,numeric,pool-above-window,30,27,3,3,0.100,10
build-fraction,howManyUnits,numeric,pool-above-window,34,27,3,7,0.206,10
compare-numbers,smallestWithZero,numeric,pool-above-window,34,27,3,7,0.206,10
g7-signed-addition,diffNeg,numeric,pool-above-window,30,27,3,3,0.100,10
g7-tse-expression-build,tseCombineSameNeg,buildExpression,pool-above-window,30,27,3,3,0.100,10
g7-tse-balance-solve,tseBalanceC,solveBalance,pool-above-window,34,27,3,7,0.206,10
g7-tse-inequality-build,atLeastBoundary,exactNumberLab,pool-above-window,30,27,3,3,0.100,10
g8-les-system-graphing,lesGraphYGiven,numeric,pool-above-window,30,27,3,3,0.100,10
g1-add-subtract,FactFamilyNumeric,numeric,pool-above-window,30,27,3,3,0.100,10
g1-counting-120,CountPileNumeric,numeric,pool-above-window,30,27,3,3,0.100,10
g1-counting-120,TeensMcq,mcq,pool-above-window,30,27,3,3,0.100,10
g4-lines-angles,laReadingFiguresMcq,mcq,pool-above-window,30,27,3,3,0.100,10
a2-logarithms,lg-expand-condense__mcq,mcq,pool-above-window,30,27,3,3,0.100,10
a2-logarithms,lg-log-solve__numeric,exactNumberLab,pool-above-window,30,27,3,3,0.100,10
a2-polynomials,pf-cubes__mcq,mcq,pool-above-window,30,27,3,3,0.100,10
a2-radicals,re-rules__mcq,mcq,pool-above-window,30,27,3,3,0.100,10
a2-rationals,rf-like-denoms__numeric,exactNumberLab,pool-above-window,30,27,3,3,0.100,10
g10-solid-geometry,sg-cavalieri-apply__mcq,mcq,pool-above-window,30,27,3,3,0.100,10
g12-function-analysis,function-analysis__fna-decompose__mcq,mcq,pool-above-window,30,27,3,3,0.100,10
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-ineq-scratch__mcq,mcq,pool-above-window,30,27,3,3,0.100,10
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-rrt-test__mcq,mcq,pool-above-window,30,27,3,3,0.100,10
g12-trig-identities-equations,trig-identities-equations__ti-reciprocals__mcq,mcq,pool-above-window,30,27,3,3,0.100,10
g13-integration-accumulation,integration-accumulation__in-ftc-unified__dragOrder,dragOrder,pool-above-window,30,27,3,3,0.100,10
g6-center-spread,ddCompareRange,numeric,pool-above-window,30,27,2,3,0.100,10
prob-fraction,trialRelFreq,trialProbabilityLab,pool-above-window,30,27,2,3,0.100,10
negative-intro,colderNegatives,rationalCompare,pool-above-window,30,27,2,3,0.100,10
negative-intro,debtAbsolute,absValueLine,pool-above-window,30,27,2,3,0.100,10
conditional-prob,whyShrink,mcq,pool-above-window,30,27,2,3,0.100,10
tree-chain,whyMinusOne,mcq,pool-above-window,30,27,2,3,0.100,10
domain-restrict,rootScaled,numeric,pool-above-window,34,27,2,7,0.206,10
box-volume,layers,numeric,pool-above-window,30,27,2,3,0.100,10
unknown-letter,solveSubtract,numeric,pool-above-window,30,27,2,3,0.100,10
unknown-letter,feeSolve,numeric,pool-above-window,30,27,2,3,0.100,10
pr-unit-rate-g7,rrCostFromRate,numeric,pool-above-window,30,27,2,3,0.100,10
g7-signed-addition,mixedPos,numeric,pool-above-window,30,27,2,3,0.100,10
g7-signed-addition,mixedNeg,numeric,pool-above-window,30,27,2,3,0.100,10
g7-tse-inequality-build,tseIneqNegA,buildExpression,pool-above-window,30,27,2,3,0.100,10
g7-tse-inequality-build,noLargest,exactNumberLab,pool-above-window,30,27,2,3,0.100,10
g7-sp-counting-principle,spCountOutfitsChallenge,numeric,pool-above-window,30,27,2,3,0.100,10
g8-rns-root-estimate,rnsBoundsA,numeric,pool-above-window,30,27,2,3,0.100,10
g8-tm-congruence,tmCongruenceSSS,mcq,pool-above-window,30,27,2,3,0.100,10
g8-tm-sphere-volume,tmSphereUnit,mcq,pool-above-window,30,27,2,3,0.100,10
g8-les-substitution-method,lesSubstituteAffine,numeric,pool-above-window,30,27,2,3,0.100,10
g8-fn-vertical-line,fgVltSort,dragBucket,pool-above-window,30,27,2,3,0.100,10
k0-add-subtract,KoaJoinNumeric,numeric,pool-above-window,30,27,2,3,0.100,10
g1-add-subtract,EqualSignNumeric,numeric,pool-above-window,30,27,2,3,0.100,10
g1-add-subtract,MakeTenFirstMcq,mcq,pool-above-window,30,27,2,3,0.100,10
g2-add-subtract-100,AddTensMcq,mcq,pool-above-window,30,27,2,3,0.100,10
g4-lines-angles,laQuadrilateralClassificationMcq,mcq,pool-above-window,30,27,2,3,0.100,10
g4-measure,mcLinePlotBuildNumeric,numeric,pool-above-window,30,27,2,3,0.100,10
a1-linear-functions,standard-form__numeric,exactNumberLab,pool-above-window,30,27,2,3,0.100,10
a1-solving-equations,fraction-eq__numeric,numeric,pool-above-window,30,27,2,3,0.100,10
a1-solving-equations,literal-frac__numeric,numeric,pool-above-window,30,27,2,3,0.100,10
a2-radicals,re-sqrt-fn__numeric,exactNumberLab,pool-above-window,30,27,2,3,0.100,10
a2-series,sr-convert__numeric,numeric,pool-above-window,30,27,2,3,0.100,10
a2-series,sr-geo-apply__numeric,numeric,pool-above-window,30,27,2,3,0.100,10
a2-series,sr-inf-converge__mcq,mcq,pool-above-window,30,27,2,3,0.100,10
g10-circle-theorems,cr-chord-perp__mcq,mcq,pool-above-window,30,27,2,3,0.100,10
g10-circle-theorems,cr-two-tangent__numeric,numeric,pool-above-window,30,27,2,3,0.100,10
g10-geometry-foundations,gf-composition__numeric,numeric,pool-above-window,30,27,2,3,0.100,10
g10-right-triangles,rt-law-cosines__numeric,numeric,pool-above-window,30,27,2,3,0.100,10
g10-right-triangles,rt-trig-apps__numeric,numeric,pool-above-window,30,27,2,3,0.100,10
g12-limits-continuity,limits-continuity__lc-continuity__mcq,mcq,pool-above-window,30,27,2,3,0.100,10
g12-limits-continuity,limits-continuity__lc-limit-idea__mcq,mcq,pool-above-window,30,27,2,3,0.100,10
g12-polar-parametric,polar-parametric__pp-polar-form__mcq,mcq,pool-above-window,30,27,2,3,0.100,10
g12-trig-identities-equations,trig-identities-equations__ti-convert-solve__numeric,numeric,pool-above-window,30,27,2,3,0.100,10
g12-vectors-matrices,vectors-matrices__vec-components__mcq,mcq,pool-above-window,30,27,2,3,0.100,10
g12-vectors-matrices,vectors-matrices__vec-matrix-arith__mcq,mcq,pool-above-window,30,27,2,3,0.100,10
g12-vectors-matrices,vectors-matrices__vec-scalar__mcq,mcq,pool-above-window,30,27,2,3,0.100,10
g12-vectors-matrices,vectors-matrices__vec-solve-systems__mcq,mcq,pool-above-window,30,27,2,3,0.100,10
g13-parametric-polar-calculus,parametric-polar-calculus__pc-polar-area__mcq,mcq,pool-above-window,30,27,2,3,0.100,10
g13-series-convergence,series-convergence__sc-alternating__numeric,numeric,pool-above-window,30,27,2,3,0.100,10
g6-data-literacy,ddHistEqualBins,mcq,pool-above-window,30,27,1,3,0.100,10
negative-intro,compareNegatives,rationalCompare,pool-above-window,30,27,1,3,0.100,10
negative-intro,absoluteDifference,numeric,pool-above-window,30,27,1,3,0.100,10
variable-meaning,twicePlusPhrase,mcq,pool-above-window,30,27,1,3,0.100,10
conditional-prob,formula,numeric,pool-above-window,30,27,1,3,0.100,10
box-volume,doubleDimension,numeric,pool-above-window,30,27,1,3,0.100,10
box-volume,fitBoxes,numeric,pool-above-window,30,27,1,3,0.100,10
line-plot,quarterNumerator,numeric,pool-above-window,30,27,1,3,0.100,10
pr-unit-rate-g7,milesMixed,mcq,pool-above-window,30,27,1,3,0.100,10
g7-signed-multiply-divide,divSameLarge,numeric,pool-above-window,30,27,1,3,0.100,10
g7-tse-inequality-build,tseIneqNegD,buildExpression,pool-above-window,30,27,1,3,0.100,10
g8-esn-context-compute,esnContextSubtract,buildExpression,pool-above-window,30,27,1,3,0.100,10
g8-tm-dilation-similarity,tmDilationCongruent,mcq,pool-above-window,30,27,1,3,0.100,10
k0-add-subtract,KoaAddToStoryNumeric,numeric,pool-above-window,30,27,1,3,0.100,10
k0-add-subtract,KoaTakeFromStoryNumeric,numeric,pool-above-window,30,27,1,3,0.100,10
g1-add-subtract,ResultUnknownNumeric,numeric,pool-above-window,30,27,1,3,0.100,10
g2-add-subtract-100,RegroupAddNumeric,numeric,pool-above-window,30,27,1,3,0.100,10
g2-shapes-shares,Ssg2NameAnyTapDiagram,tapDiagram,pool-above-window,30,27,1,3,0.100,10
g4-lines-angles,laTriangleClassificationMcq,mcq,pool-above-window,30,27,1,3,0.100,10
g4-multiply,mbComparisonEquationsNumeric,numeric,pool-above-window,30,27,1,3,0.100,10
a1-polynomials,poly-mul-binomial__numeric,numeric,pool-above-window,30,27,1,3,0.100,10
a2-logarithms,lg-define__mcq,mcq,pool-above-window,30,27,1,3,0.100,10
a2-logarithms,lg-scales__mcq,mcq,pool-above-window,30,27,1,3,0.100,10
a2-polynomials,pf-factor-thm__mcq,mcq,pool-above-window,30,27,1,3,0.100,10
a2-trig,tf-transform-period__mcq,mcq,pool-above-window,30,27,1,3,0.100,10
g10-coordinate-proofs,cx-dist-apps__numeric,numeric,pool-above-window,30,27,1,3,0.100,10
g10-coordinate-proofs,cx-general-proof__numeric,numeric,pool-above-window,30,27,1,3,0.100,10
g10-geometry-foundations,gf-algebra-measures__numeric,numeric,pool-above-window,30,27,1,3,0.100,10
g10-solid-geometry,sg-sphere-justified__numeric,exactNumberLab,pool-above-window,30,27,1,3,0.100,10
g12-conic-sections,conic-sections__co-shifted-parabola__mcq,mcq,pool-above-window,30,27,1,3,0.100,10
g12-function-analysis,function-analysis__fna-compose-domain__mcq,mcq,pool-above-window,30,27,1,3,0.100,10
g12-function-analysis,function-analysis__fna-one-to-one__mcq,mcq,pool-above-window,30,27,1,3,0.100,10
g12-limits-continuity,limits-continuity__lc-discontinuity__mcq,mcq,pool-above-window,30,27,1,3,0.100,10
g12-polar-parametric,polar-parametric__pp-projectile__mcq,mcq,pool-above-window,30,27,1,3,0.100,10
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-conjugate__mcq,mcq,pool-above-window,30,27,1,3,0.100,10
g12-trig-graphs-inverses,trig-graphs-inverses__tg-phase__mcq,mcq,pool-above-window,30,27,1,3,0.100,10
g12-vectors-matrices,vectors-matrices__vec-determinant__mcq,mcq,pool-above-window,30,27,1,3,0.100,10
g13-differential-equations,differential-equations__de-equilibrium__numeric,numeric,pool-above-window,30,27,1,3,0.100,10
g6-center-spread,ddSummaryMean,numeric,pool-above-window,30,27,0,3,0.100,10
pq-trapezoid,midsegment,numeric,pool-above-window,30,27,0,3,0.100,10
decimal-representation,trailingEquivalent,mcq,pool-above-window,30,27,0,3,0.100,10
g7-signed-multiply-divide,mulDiff,numeric,pool-above-window,30,27,0,3,0.100,10
g8-fn-same-function-forms,fgFormsStoryBuild,buildExpression,pool-above-window,30,27,0,3,0.100,10
g1-counting-120,TenMoreLessNumeric,numeric,pool-above-window,30,27,0,3,0.100,10
a1-polynomials,poly-special-products__mcq,mcq,pool-above-window,30,27,0,3,0.100,10
g10-solid-geometry,sg-composite-add__numeric,exactNumberLab,pool-above-window,30,27,0,3,0.100,10
exp-function,growthModel,exactNumberLab,pool-above-window,72,28,17,44,0.611,10
implicit-diff,hyperbola,numeric,pool-above-window,50,28,12,22,0.440,10
extrema-value,localVsAbsolute,mcq,pool-above-window,34,28,4,6,0.176,10
g7-tse-balance-solve,tseBalanceB,solveBalance,pool-above-window,34,28,4,6,0.176,10
g8-tm-transversal,tmTransversalSupplement,numeric,pool-above-window,34,28,4,6,0.176,10
g2-fluency,FlMissingNumeric,numeric,pool-above-window,36,28,4,8,0.222,10
g4-decimals,dFractionToDecimalNumeric,numeric,pool-above-window,34,28,4,6,0.176,10
coord-perimeter,trapezoidDecimal,numeric,pool-above-window,34,28,3,6,0.176,10
unit-frac-divide,sameDenomCount,numeric,pool-above-window,34,28,3,6,0.176,10
whole-times-fraction,numeratorOnly,numeric,pool-above-window,34,28,3,6,0.176,10
const-sum-rule,legalMoves,dragBucket,pool-above-window,34,28,3,6,0.176,10
array-model,rowsTotal,numeric,pool-above-window,34,28,3,6,0.176,10
a1-radicals,rad-multiply__numeric,exactNumberLab,pool-above-window,36,28,3,8,0.222,10
multiple-find,chartColumn,mcq,pool-above-window,30,28,2,2,0.067,10
frac-unlike-addsub,subNumerator,numeric,pool-above-window,30,28,2,2,0.067,10
partial-products,carryContinue,numeric,pool-above-window,30,28,2,2,0.067,10
partial-products,carryScaffold,numeric,pool-above-window,30,28,2,2,0.067,10
partial-products,carryBare,numeric,pool-above-window,30,28,2,2,0.067,10
lcm-pair,relativelyPrime,mcq,pool-above-window,30,28,2,2,0.067,10
subtract-within-100,minusTens,numeric,pool-above-window,30,28,2,2,0.067,10
subtract-within-20,countBack,numeric,pool-above-window,34,28,2,6,0.176,10
unit-frac-divide,wholeCountNumeric,numeric,pool-above-window,34,28,2,6,0.176,10
share-division,eachShare,numeric,pool-above-window,34,28,2,6,0.176,10
independence-test,predictVsActual,numeric,pool-above-window,30,28,2,2,0.067,10
box-volume,missingHeight,numeric,pool-above-window,30,28,2,2,0.067,10
reasonableness,exactAfterSale,numeric,pool-above-window,30,28,2,2,0.067,10
nl-fraction,whereLands,mcq,pool-above-window,34,28,2,6,0.176,10
equiv-models,fairTrade,mcq,pool-above-window,34,28,2,6,0.176,10
distributive,factorMissing,numeric,pool-above-window,30,28,2,2,0.067,10
distributive,factorGcf,numeric,pool-above-window,30,28,2,2,0.067,10
distributive,factorEvaluate,numeric,pool-above-window,30,28,2,2,0.067,10
g7-read-scale,scaleFence,numeric,pool-above-window,34,28,2,6,0.176,10
g7-signed-multiply-divide,mulSame,numeric,pool-above-window,30,28,2,2,0.067,10
g7-tse-expression-build,tseMixedPlus,buildExpression,pool-above-window,30,28,2,2,0.067,10
g7-sp-sample-estimate,spEstimateTown,numeric,pool-above-window,30,28,2,2,0.067,10
g8-esn-root-context,esnRootEquation,mcq,pool-above-window,30,28,2,2,0.067,10
g0-shapes-sorting,shapeWeightMcq,mcq,pool-above-window,34,28,2,6,0.176,10
g0-shapes-sorting,shapeSortMcq,mcq,pool-above-window,34,28,2,6,0.176,10
g1-add-subtract,CountingOnMcq,mcq,pool-above-window,30,28,2,2,0.067,10
g2-add-subtract-100,DoublesMcq,mcq,pool-above-window,30,28,2,2,0.067,10
g2-add-subtract-100,SubTensMcq,mcq,pool-above-window,30,28,2,2,0.067,10
g3-mult-fluency,MultFactFamilyNumeric,numeric,pool-above-window,30,28,2,2,0.067,10
g4-multiply,mbAdditiveVsMultiplicativeMcq,mcq,pool-above-window,30,28,2,2,0.067,10
g4-multiply,mbMultiplyTensNumeric,numeric,pool-above-window,30,28,2,2,0.067,10
a2-transformations,ft-arith__numeric,numeric,pool-above-window,30,28,2,2,0.067,10
a2-rationals,rf-work__mcq,mcq,pool-above-window,30,28,2,2,0.067,10
g10-circle-theorems,cr-power-point__numeric,exactNumberLab,pool-above-window,30,28,2,2,0.067,10
g10-coordinate-proofs,cx-general-proof__mcq,mcq,pool-above-window,30,28,2,2,0.067,10
g10-polygons-quadrilaterals,pq-capstone__numeric,numeric,pool-above-window,30,28,2,2,0.067,10
g10-right-triangles,rt-choose-tool__mcq,mcq,pool-above-window,30,28,2,2,0.067,10
g10-triangle-congruence,tc-centroid__mcq,mcq,pool-above-window,30,28,2,2,0.067,10
g12-function-analysis,function-analysis__fna-inverse-verify__mcq,mcq,pool-above-window,30,28,2,2,0.067,10
g12-limits-continuity,limits-continuity__lc-avg-rate__mcq,mcq,pool-above-window,30,28,2,2,0.067,10
g12-polar-parametric,polar-parametric__pp-polar-system__mcq,mcq,pool-above-window,30,28,2,2,0.067,10
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-rrt-pipeline__mcq,mcq,pool-above-window,30,28,2,2,0.067,10
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-rrt-test__buildExpression,buildExpression,pool-above-window,30,28,2,2,0.067,10
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-slant-find__mcq,mcq,pool-above-window,30,28,2,2,0.067,10
g13-curve-analysis,curve-analysis__ca-read-f-prime__matchPairs,matchPairs,pool-above-window,30,28,2,2,0.067,10
g13-derivative-rules,derivative-rules__dr-flat-not-turning__mcq,mcq,pool-above-window,30,28,2,2,0.067,10
g13-derivative-rules,derivative-rules__dr-implicit-practice__mcq,mcq,pool-above-window,30,28,2,2,0.067,10
g13-differential-equations,differential-equations__de-exponential__mcq,mcq,pool-above-window,30,28,2,2,0.067,10
g13-integration-accumulation,integration-accumulation__in-net-change__mcq,mcq,pool-above-window,30,28,2,2,0.067,10
g13-integration-accumulation,integration-accumulation__in-usub-limits__mcq,mcq,pool-above-window,30,28,2,2,0.067,10
g13-integration-applications,integration-applications__ia-cross-sections__mcq,mcq,pool-above-window,30,28,2,2,0.067,10
g13-series-convergence,series-convergence__sc-ratio-test__mcq,mcq,pool-above-window,30,28,2,2,0.067,10
g10-conditional-probability,conditional-probability__cpr-joint-prob__matchPairs,matchPairs,pool-above-window,30,28,2,2,0.067,10
g6-data-literacy,ddSurveyPlan,mcq,pool-above-window,30,28,1,2,0.067,10
g6-center-spread,ddRangeEndpointsOnly,pointSetReasoningLab,pool-above-window,30,28,1,2,0.067,10
g6-center-spread,ddCenterGap,numeric,pool-above-window,30,28,1,2,0.067,10
g6-center-spread,ddCapGap,numeric,pool-above-window,30,28,1,2,0.067,10
frac-multiply,areaGrid,fractionGrid,pool-above-window,30,28,1,2,0.067,10
pq-trapezoid,otherBase,numeric,pool-above-window,30,28,1,2,0.067,10
equiv-test,likeSubtract,mcq,pool-above-window,30,28,1,2,0.067,10
decimal-representation,tenthsFraction,mcq,pool-above-window,30,28,1,2,0.067,10
decimal-representation,missingExpandedDigit,numeric,pool-above-window,30,28,1,2,0.067,10
independence-test,factory,numeric,pool-above-window,30,28,1,2,0.067,10
identity-zero,riddleOne,numeric,pool-above-window,30,28,1,2,0.067,10
unknown-letter,tipSolve,numeric,pool-above-window,30,28,1,2,0.067,10
shape-hierarchy,missingHierarchyLabel,mcq,pool-above-window,30,28,1,2,0.067,10
distributive,variableEval,numeric,pool-above-window,30,28,1,2,0.067,10
pr-unit-rate-g7,rrDistanceFromRate,proportionalReasoningLab,pool-above-window,30,28,1,2,0.067,10
pr-unit-rate-g7,rrBetterBuyTwo,proportionalReasoningLab,pool-above-window,30,28,1,2,0.067,10
pr-constant-k-g7,rrSameRelationship,mcq,pool-above-window,30,28,1,2,0.067,10
g7-signed-addition,samePos,numeric,pool-above-window,30,28,1,2,0.067,10
g7-signed-addition,mixedSameNeg,numeric,pool-above-window,30,28,1,2,0.067,10
g7-signed-multiply-divide,divDiff,numeric,pool-above-window,30,28,1,2,0.067,10
g7-tse-inequality-build,tseIneqNegC,buildExpression,pool-above-window,30,28,1,2,0.067,10
g7-sp-overlap-interpret,spOverlapModerate,distributionCompareLab,pool-above-window,30,28,1,2,0.067,10
g7-sp-counting-principle,spCountOutfitsB,numeric,pool-above-window,30,28,1,2,0.067,10
g8-rns-root-estimate,rnsBoundsB,numeric,pool-above-window,30,28,1,2,0.067,10
g8-bv-scatter-basics,bvScatterPurpose,mcq,pool-above-window,30,28,1,2,0.067,10
g8-bv-scatter-basics,bvScatterPlot,plotPoint,pool-above-window,30,28,1,2,0.067,10
g8-tm-sphere-volume,tmSphereApprox,numeric,pool-above-window,30,28,1,2,0.067,10
g8-les-distribute-solve,lesDistributeCombine,numeric,pool-above-window,30,28,1,2,0.067,10
g8-fn-constant-slope,fgSlopeFractionMcq,mcq,pool-above-window,30,28,1,2,0.067,10
g0-counting,countTensMcq,mcq,pool-above-window,30,28,1,2,0.067,10
g0-counting,countObjectsMcq,mcq,pool-above-window,30,28,1,2,0.067,10
g1-counting-120,ChartRowsMcq,mcq,pool-above-window,30,28,1,2,0.067,10
g1-counting-120,CountSequenceNumeric,numeric,pool-above-window,30,28,1,2,0.067,10
g2-place-value-1000,Pv1000SkipFivesNumeric,numeric,pool-above-window,30,28,1,2,0.067,10
g2-shapes-shares,Ssg2ShapeVocabMcq,mcq,pool-above-window,30,28,1,2,0.067,10
g3-mult-fluency,MultWholeTableNumeric,numeric,pool-above-window,30,28,1,2,0.067,10
g4-fractions,faSimplifyNumeric,numeric,pool-above-window,30,28,1,2,0.067,10
g4-fractions,faImproperToMixedNumeric,numeric,pool-above-window,30,28,1,2,0.067,10
g4-fractions,faMixedToImproperNumeric,numeric,pool-above-window,30,28,1,2,0.067,10
g4-fractions,faWholeTimesFractionNumeric,numeric,pool-above-window,30,28,1,2,0.067,10
g4-fractions,faWholeTimesFractionWordNumeric,numeric,pool-above-window,30,28,1,2,0.067,10
a1-polynomials,exponent-zero-negative__mcq,mcq,pool-above-window,30,28,1,2,0.067,10
a1-polynomials,factor-trinomial__numeric,numeric,pool-above-window,30,28,1,2,0.067,10
a1-functions-sequences,fn-arith-rule__numeric,numeric,pool-above-window,30,28,1,2,0.067,10
a2-logarithms,lg-e-solve__mcq,mcq,pool-above-window,30,28,1,2,0.067,10
a2-logarithms,lg-evaluate__mcq,mcq,pool-above-window,30,28,1,2,0.067,10
a2-polynomials,pf-leading-term__numeric,numeric,pool-above-window,30,28,1,2,0.067,10
a2-polynomials,pf-synthetic__numeric,exactNumberLab,pool-above-window,30,28,1,2,0.067,10
a2-radicals,re-transform__numeric,exactNumberLab,pool-above-window,30,28,1,2,0.067,10
a2-rationals,rf-mixed__mcq,mcq,pool-above-window,30,28,1,2,0.067,10
g10-circle-theorems,cr-secant-angles__numeric,exactNumberLab,pool-above-window,30,28,1,2,0.067,10
g10-constructions-proof,cp-conjecture-proof__mcq,mcq,pool-above-window,30,28,1,2,0.067,10
g10-polygons-quadrilaterals,pq-para-diagonals__mcq,mcq,pool-above-window,30,28,1,2,0.067,10
g10-right-triangles,rt-height-apps__mcq,mcq,pool-above-window,30,28,1,2,0.067,10
g10-right-triangles,rt-ratio-identities__numeric,numeric,pool-above-window,30,28,1,2,0.067,10
g12-function-analysis,function-analysis__fna-inc-dec__mcq,mcq,pool-above-window,30,28,1,2,0.067,10
g12-limits-continuity,limits-continuity__lc-ivt__mcq,mcq,pool-above-window,30,28,1,2,0.067,10
g12-polar-parametric,polar-parametric__pp-parabolic-path__mcq,mcq,pool-above-window,30,28,1,2,0.067,10
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-portrait__mcq,mcq,pool-above-window,30,28,1,2,0.067,10
g12-trig-graphs-inverses,trig-graphs-inverses__tg-cos-sin__mcq,mcq,pool-above-window,30,28,1,2,0.067,10
g12-trig-graphs-inverses,trig-graphs-inverses__tg-four-dials__mcq,mcq,pool-above-window,30,28,1,2,0.067,10
g12-trig-graphs-inverses,trig-graphs-inverses__tg-tan-values__mcq,mcq,pool-above-window,30,28,1,2,0.067,10
g12-vectors-matrices,vectors-matrices__vec-applications__mcq,mcq,pool-above-window,30,28,1,2,0.067,10
g12-vectors-matrices,vectors-matrices__vec-displacement__mcq,mcq,pool-above-window,30,28,1,2,0.067,10
g12-vectors-matrices,vectors-matrices__vec-rotation__mcq,mcq,pool-above-window,30,28,1,2,0.067,10
g13-differential-equations,differential-equations__de-equilibrium__mcq,mcq,pool-above-window,30,28,1,2,0.067,10
g13-integration-accumulation,integration-accumulation__in-definite-integral__matchPairs,matchPairs,pool-above-window,30,28,1,2,0.067,10
g13-integration-accumulation,integration-accumulation__in-ftc-unified__dragBucket,dragBucket,pool-above-window,30,28,1,2,0.067,10
g13-integration-accumulation,integration-accumulation__in-signed-area__mcq,mcq,pool-above-window,30,28,1,2,0.067,10
g13-integration-applications,integration-applications__ia-area-between__mcq,mcq,pool-above-window,30,28,1,2,0.067,10
g10-conditional-probability,conditional-probability__cpr-complement-table__mcq,mcq,pool-above-window,30,28,1,2,0.067,10
g6-center-spread,ddMeanMedianTail,mcq,pool-above-window,30,28,0,2,0.067,10
g6-center-spread,ddIqrGiven,numeric,pool-above-window,30,28,0,2,0.067,10
g6-center-spread,ddCapShape,mcq,pool-above-window,30,28,0,2,0.067,10
frac-unlike-addsub,addNumerator,numeric,pool-above-window,30,28,0,2,0.067,10
reflect-compose,matMul,numeric,pool-above-window,30,28,0,2,0.067,10
independence-def,bucketSort,dragBucket,pool-above-window,30,28,0,2,0.067,10
reasonableness,estimateThenExact,numeric,pool-above-window,30,28,0,2,0.067,10
pr-unit-rate-g7,rrRateDiscount,proportionalReasoningLab,pool-above-window,30,28,0,2,0.067,10
pr-constant-k-g7,rrNotEquivalent,mcq,pool-above-window,30,28,0,2,0.067,10
g7-signed-addition,diffPos,numeric,pool-above-window,30,28,0,2,0.067,10
g7-tse-inequality-build,tseIneqShipping,buildExpression,pool-above-window,30,28,0,2,0.067,10
g8-fn-graph-stories,fgStorySteadyStop,graphStoryLab,pool-above-window,30,28,0,2,0.067,10
g2-place-value-1000,Pv1000CountForwardNumeric,numeric,pool-above-window,30,28,0,2,0.067,10
a1-linear-functions,intercepts__numeric,exactNumberLab,pool-above-window,30,28,0,2,0.067,10
a1-solving-equations,decimal-eq__numeric,numeric,pool-above-window,30,28,0,2,0.067,10
a2-polynomials,pf-sketch__mcq,mcq,pool-above-window,30,28,0,2,0.067,10
g12-conic-sections,conic-sections__co-abc__mcq,mcq,pool-above-window,30,28,0,2,0.067,10
g12-function-analysis,function-analysis__fna-even-odd__mcq,mcq,pool-above-window,30,28,0,2,0.067,10
g12-function-analysis,function-analysis__fna-secant__mcq,mcq,pool-above-window,30,28,0,2,0.067,10
g12-limits-continuity,limits-continuity__lc-series-limit__mcq,mcq,pool-above-window,30,28,0,2,0.067,10
g12-polar-parametric,polar-parametric__pp-limacons__mcq,mcq,pool-above-window,30,28,0,2,0.067,10
g12-polar-parametric,polar-parametric__pp-nth-roots__mcq,mcq,pool-above-window,30,28,0,2,0.067,10
g12-polar-parametric,polar-parametric__pp-parametric__mcq,mcq,pool-above-window,30,28,0,2,0.067,10
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-mult-shortcut__buildExpression,buildExpression,pool-above-window,30,28,0,2,0.067,10
g12-trig-identities-equations,trig-identities-equations__ti-cos2-forms__mcq,mcq,pool-above-window,30,28,0,2,0.067,10
g12-trig-identities-equations,trig-identities-equations__ti-general__mcq,mcq,pool-above-window,30,28,0,2,0.067,10
g12-trig-identities-equations,trig-identities-equations__ti-pythagorean__mcq,mcq,pool-above-window,30,28,0,2,0.067,10
g13-derivatives-in-context,derivatives-in-context__dc-lhopital__numeric,numeric,pool-above-window,30,28,0,2,0.067,10
g13-integration-applications,integration-applications__ia-washer__mcq,mcq,pool-above-window,30,28,0,2,0.067,10
g10-conditional-probability,conditional-probability__cpr-complement__mcq,mcq,pool-above-window,30,28,0,2,0.067,10
