# sourceSeal=1116fa8 draws=24 — S242/GRB-04. Distinct ANSWERS, not distinct widgets.
# constant = many prompts, one answer: re-asking cannot measure anything. Some are legitimate
# invariance lessons and some are decoration; the distinction has to be read, not computed.
generator,form,widgetType,verdict,distinctPrompts,distinctAnswers,topAnswerShare,topAnswer,examplePrompt
g10-conditional-probability,conditional-probability__cpr-reversal-error__mcq,mcq,constant,24,1,1,P(plays a sport | walks) = 70/100, Of the students who walk  70% play a sport.  Which probability is that?  Reasoning check:
g10-conditional-probability,conditional-probability__cpr-table-union__mcq,mcq,constant,24,1,1,Those 40 students sit in both the row an,Why do we subtract the 40 when we add the bus row (100) to the sport column (110)?  Reason
g6-center-spread,ddShapeFromCenters,mcq,constant,23,1,1,A high outlier or long right tail is pul,A data set has mean 20 and median 12. What shape is most likely?
negative-intro,compareMixedSign,rationalCompare,constant,23,1,1, lt ,Compare -5 and 6. Which relation is true?
negative-intro,deeperSigned,rationalCompare,constant,23,1,1, lt ,A submarine is at -61 m and a fish is at -25 m. Compare their signed depths: -61 __ -25.
negative-intro,compareNegativeMixed,rationalCompare,constant,23,1,1, lt ,Compare -2 and -1/2. Which relation is true?
decimal-representation,trailingEquivalent,mcq,constant,23,1,1,All three are equal,How do 0.8  0.80  and 0.800 compare?
conic-classify,parabolaCase,mcq,constant,23,1,1,parabola,Classify x² − 8y = 0 (only x is squared).
end-behavior,vertAsymCount,numeric,constant,23,1,1,2,f(x) = 2x/(x² − 4). How many VERTICAL asymptotes does it have?
conditional-prob,suitRank,mcq,constant,23,1,1,1/13,You are told the card is a **spade**. What is P(jack | spade)?
count-prob,ratioMismatch,mcq,constant,23,1,1,It is wrong — the top counts groups whil,Three people are chosen from 9. P(all 3 come from a particular subgroup of 5) = C(5 3)/C(9
permutation-count,default,mcq,constant,23,1,1,A runner can win only one medal  so each,Why is the medal count 9 × 8 × 7 rather than 9 × 9 × 9?
times-nine,patternClaim,mcq,constant,23,1,1,The digits in each answer add to 9,Look at three consecutive ×9 answers: 27  36  45. Which statement stays true for ALL three
parity,oddFactors,mcq,constant,23,1,1,Both factors must be odd,Two whole numbers multiply to 33 — an odd number. What do you know about the factors?
build-fraction,default,mcq,constant,23,1,1,The pieces you're taking,What does the TOP number of 4/6 count?
equivalent-fractions,default,mcq,constant,23,1,1,They name the exact same point on the li,2/4 and 1/2 are equivalent. What does that mean?
compare-same-num,default,fractionCompare,constant,23,1,1, left ,Which is more of the same pizza: 2/5 or 2/7?
quadrilaterals,cgGuaranteedRhombus,mcq,constant,23,1,1,A rhombus,All you know is that a quadrilateral has four equal sides of 7 cm. What is the most specif
sorting-rules,default,mcq,constant,23,1,1,Inside the rule's group,Rule: “all sides equal.” Where does a rhombus with side length 7 cm go?
non-examples,default,mcq,constant,23,1,1,Every side of a triangle must be straigh,A closed three-sided figure has two straight sides and one curved side of length about 10 
partition-shapes,differentEqualCuts,mcq,constant,23,1,1,Both squares,Two equal-size squares are each split into 5 equal-area pieces. One uses strips and one us
pictograph,keyPurpose,mcq,constant,23,1,1,A few symbols can represent a much large,Why might a pictograph use a key where one symbol represents 6 points  instead of drawing 
pr-price-adjust-g7,priceMarkup,percentChangeLab,constant,23,1,1, correct ,A toy costs $20 wholesale. A store marks it up 25%. What is the new price?
pr-price-adjust-g7,priceMarkdown,percentChangeLab,constant,23,1,1, correct ,A book costs $40. It is 25% off. What is the sale price?
pr-price-adjust-g7,default,percentChangeLab,constant,23,1,1, correct ,A toy costs $80 wholesale. A store marks it up 50%. What is the new price?
g8-tm-cylinder-volume,tmCylinderBase,mcq,constant,23,1,1,The area of the circular base,For a cylinder with radius 7 and height 3  the formula is V = π × 7² × 3. What does π × 7²
g8-les-system-verify,default,mcq,constant,23,1,1,Yes — it satisfies both equations,Does (1  3) solve the system y = 3x and 2x + y = 5?
g8-fn-function-definition,default,mcq,constant,23,1,1,Yes — every input has exactly one output,A birthday rule records Jae→April 6; Kira→November 5; Luz→April 6. Is this relation a func
g2-add-subtract-100,TwoStepTradeMcq,mcq,constant,23,1,1,Break one ten into 10 ones,For 70 − 30  what must happen in the ones place?
g3-div-fluency,DivZeroMcq,mcq,constant,23,1,1,Undefined — division by zero has no answ,What is 5 ÷ 0?
a2-complex,cn-neg-eq__mcq,mcq,constant,23,1,1,Yes,Does x = 4i satisfy x² + 16 = 0?
a2-polynomials,pf-sketch__mcq,mcq,constant,23,1,1,The graph touches the axis and turns,For g(x)=(x−4)(x+1)x²  what happens at x=0?
a2-radicals,re-rules__mcq,mcq,constant,23,1,1,x,Simplify (x^(5/5))^(5/5).
a2-rationals,rf-opposite__mcq,mcq,constant,23,1,1,−1,Simplify (8−x)/(x−8).
g10-circle-theorems,cr-chord-perp__mcq,mcq,constant,23,1,1,Draw two chords on the rim arc; their pe,You have a fragment of a broken circular plate. How do you locate the original center?  Re
g10-circle-theorems,cr-tangent-chord__mcq,mcq,constant,23,1,1,The arc lying inside the angle — between,A tangent-chord angle halves “the intercepted arc.” Which arc is that?  Reasoning check: T
g10-circle-theorems,cr-tangent-perp__mcq,mcq,constant,23,1,1,T — where the radius meets the tangent,In the right triangle formed by center O  external point P  and tangency point T  the righ
g10-coordinate-proofs,cx-circle-eq__mcq,mcq,constant,23,1,1,Center (−4  5)  radius 3,The circle (x + 4)² + (y − 5)² = 9 has:  Reasoning check: Identify what is fixed before us
g10-coordinate-proofs,cx-dist-apps__mcq,mcq,constant,23,1,1,Right — 20 + 45 = 65  the Pythagorean co,A triangle's squared side lengths are 20  45  and 65. Classify it.  Reasoning check: Trace
g10-coordinate-proofs,cx-shoelace__mcq,mcq,constant,23,1,1,The raw sum flips sign (−88)  and the ab,Run the shoelace on the SAME quadrilateral but list the vertices clockwise. The result:  R
g10-geometry-foundations,gf-congruence-def__mcq,mcq,constant,23,1,1,some rigid motion maps ΔABC exactly onto,By definition  ΔABC ≅ ΔDEF means…  Reasoning check: Name the invariant first; then compute
g10-geometry-foundations,gf-definitions__mcq,mcq,constant,23,1,1,Every point at distance exactly 5 from O,Using the precise definition  which points make up circle with center O and radius 5?  Rea
g10-right-triangles,rt-law-sines__mcq,mcq,constant,23,1,1,All three angles  but no sides,Which information is NOT enough for the Law of Sines to find a missing side?  Reasoning ch
g10-right-triangles,rt-trig-apps__mcq,mcq,constant,23,1,1,x·tan 55° = (x + 30)·tan 40°,In the two-reading setup  which equation lets you find x (the near distance)?  Reasoning c
g10-similarity,sy-area-perimeter__mcq,mcq,constant,23,1,1,Perimeter by k  area by k²,For similar figures with scale factor k  how do perimeter and area scale?  Reasoning check
g10-similarity,sy-solving-right__mcq,mcq,constant,23,1,1,√(15 × 3),Segments are 3 and 12 (hypotenuse 15). Which expression gives the leg adjacent to the segm
g10-solid-geometry,sg-cavalieri__mcq,mcq,constant,23,1,1,Exactly equal — every level still holds ,Eight identical coins are stacked straight  then pushed into a lean. The leaning stack's v
g10-solid-geometry,sg-revolution__mcq,mcq,constant,23,1,1,A semicircle  about its diameter,Which flat region  spun about the indicated axis  sweeps a SPHERE?  Reasoning check: Use t
g10-triangle-congruence,tc-asa__mcq,mcq,constant,23,1,1,The two angles determine the third  so y,Why is AAS (two angles and a NON-included side) a valid congruence criterion?  Reasoning c
g10-triangle-congruence,tc-centroid__mcq,mcq,constant,23,1,1,A median goes to the opposite midpoint; ,What is the difference between a median and an altitude from a vertex?  Reasoning check: W
g10-triangle-congruence,tc-isosceles__mcq,mcq,constant,23,1,1,Bisect the apex angle  creating two tria,What construction proves the base angles equal?  Reasoning check: Use the labeled relation
g10-triangle-congruence,tc-sss__mcq,mcq,constant,23,1,1,Three side lengths determine a triangle',Why does SSS (three pairs of equal sides) guarantee congruence?  Reasoning check: Sketch t
g10-triangle-congruence,default,mcq,constant,23,1,1,The two angles determine the third  so y,Why is AAS (two angles and a NON-included side) a valid congruence criterion?  Reasoning c
g12-conic-sections,conic-sections__co-asymptote__mcq,mcq,constant,23,1,1,Hyperbola ADDS (c² = a² + b²); ellipse S,How does the hyperbola's focus rule differ from the ellipse's?  Reasoning check: Sketch or
g12-conic-sections,conic-sections__co-ellipse__mcq,mcq,constant,23,1,1,horizontal (along the x-axis),For x²/25 + y²/9 = 1  the major (long) axis is:  Reasoning check: Use the visible structur
g12-function-analysis,function-analysis__fna-even-odd__mcq,mcq,constant,23,1,1,f(−x) = f(x) for every x — the function ,A graph is symmetric about the y-axis. What must be true?  Reasoning check: Translate the 
g12-function-analysis,function-analysis__fna-inc-dec__mcq,mcq,constant,23,1,1,Increasing the whole way,What is y = x³ − 3x doing on the interval (1  ∞)?  Reasoning check: Sketch or annotate the
g12-polar-parametric,polar-parametric__pp-parabolic-path__mcq,mcq,constant,23,1,1,a downward parabola (negative x² coeffic,After eliminating t  the trajectory y in terms of x is:  Reasoning check: Translate the gr
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-rrt-list__mcq,mcq,constant,23,1,1,Every rational zero must appear on the l,Which statement about the Rational Root Theorem is true?  Reasoning check: Translate the g
g12-trig-graphs-inverses,trig-graphs-inverses__tg-cos-graph__mcq,mcq,constant,23,1,1,x = π/2  heading down,For y = 2 cos x + 3  where does the graph FIRST cross its midline (x > 0)?  Reasoning chec
g12-trig-graphs-inverses,trig-graphs-inverses__tg-tan-shape__mcq,mcq,constant,23,1,1,At the multiples of π (0  π  2π  …),Where does tan x equal 0?  Reasoning check: Sketch or annotate the situation before enteri
g12-trig-identities-equations,trig-identities-equations__ti-root-traps__mcq,mcq,constant,23,1,1,Squaring adds extraneous roots; dividing,Match the operation to its danger:  Reasoning check: Name what stays fixed before changing
g12-vectors-matrices,vectors-matrices__vec-direction__mcq,mcq,constant,23,1,1,126.87° (Quadrant II),The direction angle of v = ⟨−3  4⟩ is closest to:  Reasoning check: Use the visible struct
g12-vectors-matrices,vectors-matrices__vec-dot__mcq,mcq,constant,23,1,1,greater than 90° (obtuse),The dot product ⟨1  0⟩ · ⟨−2  5⟩ = −2. This means the angle between them is:  Reasoning ch
g12-vectors-matrices,vectors-matrices__vec-scalar__mcq,mcq,constant,23,1,1,⟨−2  −6⟩,Compute −2⟨1  3⟩.  Reasoning check: Sketch or annotate the situation before entering the r
g12-vectors-matrices,vectors-matrices__vec-solve-systems__mcq,mcq,constant,23,1,1,No unique solution (parallel or identica,A system's coefficient matrix has determinant 0. This means:  Reasoning check: Translate t
g13-curve-analysis,curve-analysis__ca-first-derivative-test__mcq,mcq,constant,23,1,1,On (−2  2) — the interval where f′ is ne,f′ is positive on (−∞  −2)  negative on (−2  2)  positive on (2  ∞). Where is f DECREASING
g13-curve-analysis,curve-analysis__ca-rolle__mcq,mcq,constant,23,1,1,Differentiability — there is a corner at,f(x) = |x| − 1 on [−1  1] has f(−1) = f(1) = 0  yet f′ is never zero. Which hypothesis fai
g13-curve-analysis,curve-analysis__ca-three-charts__matchPairs,matchPairs,constant,23,1,1,{ f′ > 0  f″ > 0 : climbing  and ever mo,Match each pair of signs to what the curve is doing.  Reasoning check: Translate the graph
g13-derivative-rules,derivative-rules__dr-differentiability__mcq,mcq,constant,23,1,1,Continuity is necessary for differentiab,|x| is continuous at x = 0 but has no derivative there. What does that tell you?  Reasonin
g13-derivative-rules,derivative-rules__dr-implicit-practice__mcq,mcq,constant,23,1,1,Because the curve has two points above m,On x² + y² = 25  why does dy/dx = −x/y depend on y as well as x?  Reasoning check: Use the
g13-derivative-rules,default,mcq,constant,23,1,1,Three — one for the root  one for the cu,How many factors will the derivative of √((2x + 1)³) have?  Reasoning check: Name what sta
g13-derivatives-in-context,derivatives-in-context__dc-differentials__mcq,mcq,constant,23,1,1,About 2% — the exponent is 1/2  so the r,A quantity s is measured with a 4% error. What is the error in √s?  Reasoning check: Sketc
g13-derivatives-in-context,derivatives-in-context__dc-motion__mcq,mcq,constant,23,1,1,Moving backward at a steady speed  for t,At t = 2: v = −3 and a = 0. What is the particle doing?  Reasoning check: Name what stays 
g13-derivatives-in-context,derivatives-in-context__dc-other-forms__mcq,mcq,constant,23,1,1,Rewrite as (ln x)/(1/x) — now it is −∞/∞,lim(x→0⁺) x·ln x is the indeterminate form 0·(−∞). How do you make L'Hôpital applicable?  
g13-differential-equations,differential-equations__de-equilibrium__mcq,mcq,constant,23,1,1,y = 4 is stable (it attracts); y = 0 is ,Solutions near y = 4 move TOWARD it from both sides. Solutions near y = 0 move AWAY from i
g13-differential-equations,differential-equations__de-separable__buildExpression,buildExpression,constant,23,1,1,[ (1/y) dy   =   2x dx ],Separate dy/dx = 2xy.  Reasoning check: Identify the representation and the governing rela
g13-differential-equations,differential-equations__de-slope-field__matchPairs,matchPairs,constant,23,1,1,{ dy/dx = 2 : every segment identical — ,Match each equation to what its field looks like.  Reasoning check: Name what stays fixed 
g13-differential-equations,default,mcq,constant,23,1,1,y = 4 is stable (it attracts); y = 0 is ,Solutions near y = 4 move TOWARD it from both sides. Solutions near y = 0 move AWAY from i
g13-integration-accumulation,integration-accumulation__in-antiderivative__mcq,mcq,constant,23,1,1,x⁴/4 + C,What is ∫ x³ dx?  Reasoning check: Identify the representation and the governing relations
g13-integration-accumulation,integration-accumulation__in-usub-limits__mcq,mcq,constant,23,1,1,u runs from 1 to 5.,For ∫₀² x(x² + 1)³ dx with u = x² + 1  what do the limits become?  Reasoning check: Identi
g13-integration-accumulation,integration-accumulation__in-usub__mcq,mcq,constant,23,1,1,u = x² + 1 — the inside of the bracket  ,In ∫ 2x(x² + 1)³ dx  what should u be?  Reasoning check: Translate the graph  table  or ex
g13-integration-applications,integration-applications__ia-cross-sections__mcq,mcq,constant,23,1,1,Only the constant: multiply the same ∫[f,The slices are equilateral TRIANGLES of side s = f(x)  instead of squares. What changes?  
g13-integration-applications,integration-applications__ia-washer__mcq,mcq,constant,23,1,1,π(3² − 1²) = 8π,A washer has outer radius 3 and inner radius 1. What is its face area?  Reasoning check: M
g13-series-convergence,series-convergence__sc-alternating__mcq,mcq,constant,23,1,1,Bouncing above and below  and closing in,The partial sums of 1 − 1/2 + 1/3 − 1/4 + … run 1  0.5  0.833  0.583  … What are they doin
