figure_id,authored_uses,grade_span,sample_lessons,current_role,priority,decision,requirement
count-on-hops,798,0|1|2|3|4|5,koa-01-01:c1|koa-01-01:c2|koa-01-02:c1|koa-01-02:c2|koa-01-03:c1|koa-01-03:c2,concept-support,P0,REDESIGN_OR_VALIDATE_AT_SCALE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
co-eccentricity-scale,3,12,co-05-01:c1|co-05-02:c1|co-05-03:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
coin-values,3,2,mmt-03-01:c1|mmt-03-02:c1|mmt-03-03:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
compare-stacks,3,1,tno-04-01:c1|tno-04-02:c1|tno-04-03:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
complete-square-area,3,11|12,cn-01-01:c1|cn-01-02:c1|co-04-02:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
cpr-combination-fold,3,10,cpr-05-02:c1|cpr-05-02:c2|cpr-05-02:rc1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
cpr-complement-bar,3,10,cpr-01-02:c1|cpr-01-02:rc1|cpr-02-03:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
cpr-count-prob-bars,3,10,cpr-05-03:c1|cpr-05-03:c2|cpr-05-03:rc1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
cpr-disjoint-vs-overlap,3,10,cpr-01-03:c1|cpr-01-03:rc1|cpr-02-01:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
cpr-independence-test,3,10,cpr-04-02:c1|cpr-04-02:c2|cpr-04-02:rc1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
cpr-permutation-slots,3,10,cpr-05-01:c1|cpr-05-01:c2|cpr-05-01:rc1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
cpr-tree-no-replacement,3,10,cpr-03-04:c1|cpr-03-04:c2|cpr-03-04:rc1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
dc-speeding-up-signs,3,13,dc-01-01:c2|dc-01-02:c1|dc-01-02:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
dd-summary-pairs,3,6,dd-05-02:c1|dd-05-02:c2|dd-05-03:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
decompose-combine,3,2,pv1000-04-01:c1|pv1000-04-02:c1|pv1000-04-03:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
discriminant-cases,3,9|11,cn-04-02:c1|cn-04-03:c1|qu-03-03:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
distribution-story,3,6,dd-05-01:c1|dd-05-01:c2|dd-05-03:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
dop-estimate-quotient,3,5,dop-03-01:c1|dop-03-01:c2|dop-05-02:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
dop-pad-borrow,3,5|6,dop-04-02:c1|dop-04-02:c2|ns-02-02:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
dpv-line-up-compare,3,5,dpv-03-01:c1|dpv-03-01:c2|dpv-03-03:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
dpv-trailing-zero,3,5,dpv-03-02:c1|dpv-03-02:c2|dpv-03-03:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ee-equivalence,3,6|7,ee-03-03:c1|ee-03-03:c2|tse-01b-03:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ee-like-terms,3,6,ee-02b-03:c2|ee-03-02:c1|ee-03-02:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
equilateral-construction,3,10,cp-03-01:c1|cp-03-02:c1|cp-03-02:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
esn-add-sci,3,8,esn-04-02:c1|esn-04-02:c2|esn-04-03:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
esn-exponent-rules,3,8,esn-01-02:c1|esn-01-02:c2|esn-01b-01:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
esn-multiply-sci,3,8,esn-04-01:c1|esn-04-01:c2|esn-04-03:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
exp-curve-decay,3,9,exp-01-02:c1|exp-02-02:c1|exp-03-03:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
expanded-form,3,1,tno-02-01:c1|tno-02-02:c1|tno-02-03:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
expression-machine,3,6,ee-02-02:c1|ee-02-02:c2|ee-02b-02:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
extended-shapes,3,2,ssg2-01-01:c1|ssg2-01-02:c1|ssg2-01-03:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fa-benchmark-half,3,4,fa-02-01:c1|fa-02-01:c2|fa-02-03:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fa-compare-benchmark,3,4,fa-02-02:c1|fa-02-02:c2|fa-02-03:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fa-improper-mixed,3,4,fa-04-01:c1|fa-04-01:c2|fa-04-03:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fa-mixed-improper,3,4,fa-04-02:c1|fa-04-02:c2|fa-04-03:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
five-minute-clock,3,2,mmt-04-01:c1|mmt-04-02:c1|mmt-04-03:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fm-unit-divide-whole,3,5,fm-05-02:c1|fm-05-02:c2|fm-05-03:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
fna-cubic-behavior,3,12,fna-02-01:c1|fna-02-02:c1|fna-02-03:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
geo3-quad-family,3,3|4,la-03-03:c1|la-03-03:c2|geo-01-02:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
geometric-steps,3,9,fn-03-01:c1|fn-03-02:c1|fn-03-03:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
halves-quarters,3,1,smg1-02-01:c1|smg1-02-02:c1|smg1-02-03:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
in-riemann-trap,3,13,in-01-01:c1|in-01-02:c1|in-01-03:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
l-shape-decompose,3,6,asv-02-01:c1|asv-02-01:c2|asv-02-03:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
la-parallel,3,4,la-02-01:c1|la-02-01:c2|la-02-03:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
la-perpendicular,3,4,la-02-02:c1|la-02-02:c2|la-02-03:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
la-triangle-sum,3,4|8,la-03-02:c1|la-03-02:c2|tm-03-02:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
length-compare,3,1,smg1-03-01:c1|smg1-03-02:c1|smg1-03-03:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
les-back-subst,3,8,les-04-02:c1|les-04-02:c2|les-04-03:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
les-system-def,3,8,les-03-01:c1|les-03-01:c2|les-04-03:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
like-terms-group,3,9,ep-02-01:c1|ep-02-02:c1|ep-02-03:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
linear-vs-nonlinear,3,8,bv-01-03:c1|fg-04-01:c1|fg-04-01:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
make-ten-bridge,3,1,as-02-02:c1|as-02-03:c1|as-02-04:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
mb-times-compare,3,4,mb-01-01:c2|mb-01-02:c1|mb-01-02:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
mc-area-formula,3,4,mc-02-01:c1|mc-02-01:c2|mc-02-03:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
md3-liter,3,3,md-02-02:c1|md-02-02:c2|md-02-03:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
mult3-estimate,3,3,mult-04-04:c2|mult-04-05:c1|mult-04-05:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
oblique-triangle-laws,3,10,rt-05-02:c1|rt-05-03:c1|rt-05-04:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
partition-grid,3,2,ssg2-02-01:c1|ssg2-02-02:c1|ssg2-02-03:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
percent-grid,3,6,rr-04-01:c1|rr-04-01:c2|rr-05-03:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
percent-price,3,7,pr-04-01:c1|pr-04-02:c1|pr-04-03:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
prism-net,3,6,asv-04-01:c1|asv-04-01:c2|asv-04-03:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
pv3-borrow-zero,3,3|4,pv-03-03:c1|pv-03-03:c2|pv2-04-03:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
pv3-round-ten,3,3,pv-02-01:c1|pv-02-01:c2|pv-02-04:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
pv4-borrow-chain,3,4,pv2-04-02:c1|pv2-04-02:c2|pv2-04-03:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
rns-classify,3,8,rns-02-01:c2|rns-02-02:c1|rns-02-02:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
round-solids,3,8,tm-05-01:c1|tm-05-02:c1|tm-05-03:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sas-similar,3,10,sy-02-01:c1|sy-02-01:c2|sy-02-01:c3,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
scale-drawing,3,7,g7-01-01:c1|g7-01-02:c1|g7-01-03:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
si-bias-not-fixed,3,11,si-01-02:c1|si-01-02:c2|si-03-01:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
si-ci-meaning,3,11,si-03-02:c1|si-03-02:c2|si-03-02:rc1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
si-margin-band,3,11,si-03-01:c1|si-03-01:rc1|si-05-03:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
si-study-types,3,11,si-01-01:c1|si-01-03:c2|si-05-01:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
single-scale-graph,3,2,mmt-05-01:c1|mmt-05-02:c1|mmt-05-03:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sohcahtoa-triangle,3,10|11,rt-02-01:c2|rt-03-02:c2|tf-01-01:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
solution-ray,3,6|9,ee-05-02:c1|ee-05-02:c2|alg1-04-01:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
solve-right-triangle,3,10,rt-03-01:c1|rt-03-03:c1|rt-04-03:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sp-sample-size,3,7,sp-01-01:c3|sp-01-02:c2|sp-01-03:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sss-criterion,3,10,tc-01-01:c1|tc-02-02:c1|tc-02-03:c2,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sss-similar,3,10,sy-02-02:c1|sy-02-02:c2|sy-02-02:c3,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ten-frame-make-ten,3,0,kc-05-01:c1|kc-05-01:c2|kc-05-01:rem-kc0501-c,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
thirds-compare,3,2,ssg2-03-01:c1|ssg2-03-02:c1|ssg2-03-03:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
transversal-angles,3,8|10,cp-05-01:c1|cp-05-02:c1|tm-03-01:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tse-simplify-order,3,7,tse-01-02:c3|tse-01-03:c2|tse-01-03:c3,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
two-way-table,3,8,bv-04-01:c1|bv-04-02:c1|bv-04-03:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
undo-machine,3,9|11,ft-05-01:c1|ft-05-02:c1|alg1-01-01:c1,concept-support,P2,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
absolute-value-arcs,2,6,ns-05-01:c1|ns-05-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
addition-postulates,2,10,gf-02-01:c1|gf-02-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
angle-bisector-construction,2,10,cp-01-03:c1|cp-01-03:i1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
asa-criterion,2,10,tc-01-01:c3|tc-02-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
asv-coord-length,2,6,asv-03-01:c1|asv-03-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
asv-formula-compare,2,6,asv-01-03:c1|asv-01-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
asv-frac-volume,2,6,asv-05-02:c1|asv-05-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
asv-subtract,2,6,asv-02-02:c2|asv-02-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
asv-tri-prism,2,6,asv-04-02:c1|asv-04-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
bar-join,2,0|1,as-05-01:c1|kc-04-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
both-sides-scale,2,8|9,les-01-02:c1|alg1-01-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
bv-residuals-steer-the-line,2,8|9,bv-05-03:c1|dm-02-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
chart-down-ten,2,1,c120-02-03:c1|c120-05-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
chord-distance,2,10,cr-02-02:c1|cr-02-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
