# S242 / MPB-05 before-and-after sweep. Generated by scripts/audit/derivative-island-sweep.mts
# `before`/`after` list the island SOURCES separated by U+22C2; a string is listed only if they differ.
source,owner,unit,field,surface,verdict,before,after,text
"authored","de-03-02","c1","body","arithmetic-on","gained-derivative","1 − P","dP/dt ⟂ 1 − P","Exponential growth is a lie told about the short term. Nothing grows forever — food runs out, space runs out.

So make k **stop being constant**. Let it shrink to zero as the population approaches a ceiling K:

**dP/dt = kP(1 − P/K)**

When P is small the bracket is nearly 1 and growth is nearly exponential. When P nears K the bracket goes to zero and growth stops. **The logistic equation is what happens when k stops being constant.**"
"authored","de-03-02","i1","predict.prompt","arithmetic-on","gained-derivative","1 − P","dP/dt = 1.8 ⟂ 1 − P","dP/dt = 1.8P(1 − P/4). Start a population exactly at 4 — the carrying capacity. Over time it will…"
"authored","de-03-02","i1","widget.prompt","arithmetic-off","gained-derivative","","dP/dt","dP/dt = 1.8P(1 − P/4). Drag the starting value to the ceiling itself — the one curve that never moves."
"authored","de-03-02","i1b","widget.prompt","arithmetic-off","gained-derivative","","dP/dt","dP/dt = 1.8P(1 − P/4). Drag the starting value down to 1 — far under the ceiling — and look at the shape of the curve's first stretch."
"authored","de-03-02","k1","widget.prompt","arithmetic-off","gained-derivative","","dP/dt","In dP/dt = kP(1 − P/K), what happens when P is very small compared with K?"
"authored","de-03-02","k1","widget.options[0].label","arithmetic-off","gained-derivative","","dP/dt","The bracket is nearly 1, so dP/dt ≈ kP — it grows exponentially."
"authored","de-03-02","k1","widget.options[2].feedback","arithmetic-off","gained-derivative","","dP/dt","For 0 < P < K both factors are positive, so dP/dt > 0 — the population grows."
"authored","de-03-02","k1","widget.options[3].feedback","arithmetic-off","gained-derivative","","dP/dt","With the bracket close to 1, the equation is essentially dP/dt = kP — proportional growth, which is exponential, not linear."
"authored","de-03-02","k2","widget.prompt","arithmetic-off","gained-derivative","","dP/dt","dP/dt = 1.8P(1 − P/4). At what population is the growth rate FASTEST?"
"authored","de-03-02","k3","widget.options[0].feedback","arithmetic-off","gained-derivative","","dP/dt","Right: dP/dt is still positive but shrinking. Growing and slowing at once, which is the top half of the S."
"authored","de-03-02","ch1","widget.prompt","arithmetic-off","gained-derivative","","dP/dt","dP/dt = 0.3P(1 − P/500). At what population is growth fastest?"
"authored","de-04-01","k1","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","dy/dx = y with y(0) = 1. Take ONE Euler step of size h = 0.5. What is the new y?"
"authored","de-04-01","i1","predict.prompt","arithmetic-on","gained-derivative","","dy/dx = 0.5","Euler's method walks in straight tangent steps. On dy/dx = 0.5y, whose curves bend upward, its answer will land…"
"authored","de-04-01","i1","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","dy/dx = 0.5y. Drag the starting value to y = 1 — the curve Euler's method would try to trace, step by step."
"authored","de-04-01","k2","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","Continue: dy/dx = y, y(0) = 1, h = 0.5. After TWO steps (at x = 1), what is y?"
"authored","de-04-01","ch1","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","dy/dx = y, y(0) = 1, but now h = 0.25 (four steps to x = 1). Find y, to four decimals."
"authored","in-03-01","k1","widget.prompt","arithmetic-off","gained-derivative","∫₁ˣ t³ dt","d/dx ⟂ ∫₁ˣ t³ dt","What is d/dx [ ∫₁ˣ t³ dt ] ?"
"authored","in-03-01","k2","widget.prompt","arithmetic-off","gained-derivative","∫₅ˣ t³ dt ⟂ ∫₁ˣ t³ dt","d/dx ⟂ ∫₅ˣ t³ dt ⟂ d/dx ⟂ ∫₁ˣ t³ dt","How does d/dx[∫₅ˣ t³ dt] compare with d/dx[∫₁ˣ t³ dt]?"
"authored","in-03-01","c2","body","arithmetic-on","gained-derivative","∫ₐ^(g(x)) f(t) dt","d/dx ⟂ ∫ₐ^(g(x)) f(t) dt","With the chain rule, the upper limit can be anything:

**d/dx[∫ₐ^(g(x)) f(t) dt] = f(g(x))·g′(x)**

The accumulation is being swept at a rate g′(x), so the area piles up that much faster. It is the gears again."
"authored","in-03-01","k3","widget.prompt","arithmetic-off","gained-derivative","∫₀^(x²) t³ dt","d/dx ⟂ ∫₀^(x²) t³ dt","What is d/dx [ ∫₀^(x²) t³ dt ] ?"
"authored","in-03-03","k2","widget.items[0].label","arithmetic-off","gained-derivative","∫₂ˣ sin t dt","d/dx ⟂ ∫₂ˣ sin t dt","Find d/dx[∫₂ˣ sin t dt]"
"authored","pc-01-01","c1","body","arithmetic-on","gained-derivative","","dy/dx ⟂ dy/dt ⟂ dx/dt","A parametric curve gives you x(t) and y(t) — never y as a function of x. So how do you find the slope?

The chain rule, with the parameter **cancelled**:

**dy/dx = (dy/dt) / (dx/dt)**

The dt's divide out, exactly as the Leibniz notation promises. You never eliminate the parameter, and you never need to."
"authored","pc-01-01","k1","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","x = t², y = t³. Find dy/dx at t = 2."
"authored","pc-01-01","k1","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt","That is dy/dt = 3t² at t = 2. It must still be DIVIDED by dx/dt = 2t = 4, giving 3."
"authored","pc-01-01","k1","widget.commonErrors[1].feedback","arithmetic-off","gained-derivative","12/4","dx/dt ⟂ dy/dt ⟂ dx/dt ⟂ 12/4","That is dx/dt at t = 2. The slope is the ratio: (dy/dt)/(dx/dt) = 12/4 = 3."
"authored","pc-01-01","k1","widget.commonErrors[2].feedback","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt","That is dy/dt divided by 2 — check dx/dt: differentiating t² gives 2t, which is 4 at t = 2."
"authored","pc-01-01","k1","widget.fallbackFeedback","arithmetic-off","gained-derivative","","dy/dx","dy/dx = 3t²/2t = 3t/2 → at t = 2 it is 3."
"authored","pc-01-01","i1","widget.panels[0].body","arithmetic-off","gained-derivative","","dx/dt ⟂ dy/dt","As t advances, x moves at dx/dt and y moves at dy/dt. The point traces a curve, and its SLOPE is rise over run — how fast y climbs against how fast x moves."
"authored","pc-01-01","i1","widget.panels[1].body","arithmetic-off","gained-derivative","","dy/dx ⟂ dy/dt ⟂ dx/dt","dy/dx = (dy/dt)/(dx/dt). The dt's cancel, and the Leibniz notation is not lying to you: it really does behave like a fraction here, because both are rates measured against the same clock."
"authored","pc-01-01","k2","widget.options[0].label","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt ≠ 0","When dy/dt = 0 and dx/dt ≠ 0 — y has stopped moving while x carries on."
"authored","pc-01-01","k2","widget.options[0].feedback","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt","Right. The slope is (dy/dt)/(dx/dt), so a zero on top with a nonzero bottom gives a slope of zero."
"authored","pc-01-01","k2","widget.options[1].label","arithmetic-off","gained-derivative","","dx/dt","When dx/dt = 0."
"authored","pc-01-01","k2","widget.options[3].feedback","arithmetic-off","gained-derivative","","dy/dt","There is nothing special about t = 0 in general. What matters is where dy/dt vanishes, whatever t that happens to be."
"authored","pc-01-01","c2","body","arithmetic-on","gained-derivative","","d²y/dt² ⟂ d²x/dt² ⟂ dx/dt ⟂ d²y/dx² ⟂ d/dt[dy/dx] ⟂ dx/dt","And now the classic error, which is worth meeting once, deliberately.

The second derivative is **NOT** (d²y/dt²)/(d²x/dt²).

It is the derivative of the SLOPE, and the slope is itself a function of t. So differentiate it with respect to t, and then divide by dx/dt again:

**d²y/dx² = d/dt[dy/dx] ÷ (dx/dt)**"
"authored","pc-01-01","k3","widget.prompt","arithmetic-off","gained-derivative","","dy/dx ⟂ d²y/dx²","x = t², y = t³, so dy/dx = 3t/2. Find d²y/dx² at t = 2."
"authored","pc-01-01","k3","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","3/2","d²y/dt² ⟂ d²x/dt² ⟂ dx/dt ⟂ 3/2","That is the shortcut (d²y/dt²)/(d²x/dt²) = 6t/2 = 3t, and it is WRONG. The second derivative is the derivative of the SLOPE with respect to t, divided by dx/dt: (3/2)/(4) = 0.375."
"authored","pc-01-01","k3","widget.commonErrors[1].feedback","arithmetic-off","gained-derivative","3/2","d/dt[dy/dx] ⟂ 3/2 ⟂ dx/dt","That is d/dt[dy/dx] = 3/2. It must still be divided by dx/dt = 2t = 4."
"authored","pc-01-01","k3","widget.commonErrors[2].feedback","arithmetic-off","gained-derivative","","dy/dx","That is dy/dx itself at t = 2, not its derivative."
"authored","pc-01-01","k3","widget.fallbackFeedback","arithmetic-off","gained-derivative","3/2","d/dt[3t/2] ⟂ 3/2 ⟂ dx/dt","d/dt[3t/2] = 3/2, and dividing by dx/dt = 4 gives 0.375."
"authored","pc-01-01","ch1","hints[0]","arithmetic-on","gained-derivative","","dx/dt = 0 ⟂ dy/dt ≠ 0","A vertical tangent needs dx/dt = 0 while dy/dt ≠ 0."
"authored","pc-01-01","ch1","hints[1]","arithmetic-on","gained-derivative","x = t","x = t ⟂ dx/dt = 2t − 4","x = t² − 4t gives dx/dt = 2t − 4."
"authored","pc-01-01","ch1","hints[2]","arithmetic-on","gained-derivative","2t − 4 = 0","2t − 4 = 0 ⟂ dy/dt","Set 2t − 4 = 0 and check that dy/dt is not also zero there."
"authored","pc-01-01","ch1","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt","At t = 0 it is dy/dt = 3t² that vanishes, not dx/dt — that gives a horizontal tangent, not a vertical one."
"authored","pc-01-01","ch1","widget.commonErrors[1].feedback","arithmetic-off","gained-derivative","","dx/dt","Check dx/dt = 2t − 4: at t = 4 that is 4, not 0. It vanishes at t = 2."
"authored","pc-01-01","ch1","widget.fallbackFeedback","arithmetic-off","gained-derivative","12 ≠ 0","dx/dt ⟂ dy/dt ⟂ 12 ≠ 0","dx/dt = 2t − 4 = 0 → t = 2, where dy/dt = 12 ≠ 0: a vertical tangent."
"authored","pc-01-02","c2","body","arithmetic-on","gained-derivative","∫|v| dt","dx/dt ⟂ dy/dt ⟂ ∫|v| dt","The speed is the integrand.

√((dx/dt)² + (dy/dt)²) is exactly the **speed** of the point tracing the curve — the magnitude of its velocity vector.

So arc length is **∫ speed dt**, which is the total distance travelled. That is the same sentence as C5's ∫|v| dt, one dimension up."
"authored","pc-01-02","k3","widget.prompt","arithmetic-off","gained-derivative","","dx/dt ⟂ dy/dt","What IS the quantity √((dx/dt)² + (dy/dt)²)?"
"authored","pc-01-02","ch1","hints[0]","arithmetic-on","gained-derivative","","dx/dt = 6 ⟂ dy/dt = 8","dx/dt = 6 and dy/dt = 8, both constant."
"generated","implicit-diff","hyperbola:support","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","xy = 18. Find dy/dx at the point (3, 6), as a decimal to three places."
"generated","implicit-diff","hyperbola:support","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","xy = 18. Find dy/dx at the point (3, 6), as a decimal to three places."
"generated","implicit-diff","hyperbola:support","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","xy = 15. Find dy/dx at the point (3, 5), as a decimal to three places."
"generated","implicit-diff","hyperbola:core","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","xy = 8. Find dy/dx at the point (4, 2), as a decimal to three places."
"generated","implicit-diff","hyperbola:core","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","xy = 10. Find dy/dx at the point (2, 5), as a decimal to three places."
"generated","implicit-diff","hyperbola:core","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","xy = 12. Find dy/dx at the point (2, 6), as a decimal to three places."
"generated","implicit-diff","hyperbola:stretch","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","xy = 63. Find dy/dx at the point (9, 7), as a decimal to three places."
"generated","implicit-diff","hyperbola:stretch","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","xy = 20. Find dy/dx at the point (5, 4), as a decimal to three places."
"generated","implicit-diff","hyperbola:stretch","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","xy = 35. Find dy/dx at the point (7, 5), as a decimal to three places."
"generated","implicit-diff","quadForm:support","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","x² + xy + y² = 28. Find dy/dx at (2, 4), as a decimal."
"generated","implicit-diff","quadForm:support","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","x² + xy + y² = 63. Find dy/dx at (3, 6), as a decimal."
"generated","implicit-diff","quadForm:support","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","x² + xy + y² = 7. Find dy/dx at (2, 1), as a decimal."
"generated","implicit-diff","quadForm:core","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","x² + xy + y² = 28. Find dy/dx at (4, 2), as a decimal."
"generated","implicit-diff","quadForm:core","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","x² + xy + y² = 19. Find dy/dx at (5, −2), as a decimal."
"generated","implicit-diff","quadForm:core","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","x² + xy + y² = 112. Find dy/dx at (4, 8), as a decimal."
"generated","implicit-diff","quadForm:stretch","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","x² + xy + y² = 7. Find dy/dx at (3, −1), as a decimal."
"generated","implicit-diff","quadForm:stretch","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","x² + xy + y² = 63. Find dy/dx at (6, 3), as a decimal."
"generated","implicit-diff","quadForm:stretch","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","x² + xy + y² = 28. Find dy/dx at (6, −2), as a decimal."
"generated","const-sum-rule","whyConstant:support","widget.prompt","arithmetic-off","gained-derivative","","d/dx[x² + 36] ⟂ d/dx[x²]","Why is d/dx[x² + 36] the same as d/dx[x²]?"
"generated","const-sum-rule","whyConstant:support","widget.prompt","arithmetic-off","gained-derivative","","d/dx[x⁴ + 24] ⟂ d/dx[x⁴]","Why is d/dx[x⁴ + 24] the same as d/dx[x⁴]?"
"generated","const-sum-rule","whyConstant:support","widget.prompt","arithmetic-off","gained-derivative","","d/dx[x³ + 17] ⟂ d/dx[x³]","Why is d/dx[x³ + 17] the same as d/dx[x³]?"
"generated","const-sum-rule","whyConstant:core","widget.prompt","arithmetic-off","gained-derivative","","d/dx[x⁴ + 40] ⟂ d/dx[x⁴]","Why is d/dx[x⁴ + 40] the same as d/dx[x⁴]?"
"generated","const-sum-rule","whyConstant:core","widget.prompt","arithmetic-off","gained-derivative","","d/dx[x² + 24] ⟂ d/dx[x²]","Why is d/dx[x² + 24] the same as d/dx[x²]?"
"generated","const-sum-rule","whyConstant:core","widget.prompt","arithmetic-off","gained-derivative","","d/dx[x⁴ + 20] ⟂ d/dx[x⁴]","Why is d/dx[x⁴ + 20] the same as d/dx[x⁴]?"
"generated","const-sum-rule","whyConstant:stretch","widget.prompt","arithmetic-off","gained-derivative","","d/dx[x⁴ + 36] ⟂ d/dx[x⁴]","Why is d/dx[x⁴ + 36] the same as d/dx[x⁴]?"
"generated","const-sum-rule","whyConstant:stretch","widget.prompt","arithmetic-off","gained-derivative","","d/dx[x⁴ + 29] ⟂ d/dx[x⁴]","Why is d/dx[x⁴ + 29] the same as d/dx[x⁴]?"
"generated","const-sum-rule","whyConstant:stretch","widget.prompt","arithmetic-off","gained-derivative","","d/dx[x⁴ + 14] ⟂ d/dx[x⁴]","Why is d/dx[x⁴ + 14] the same as d/dx[x⁴]?"
"generated","g13-derivative-rules","derivative-rules__dr-implicit-practice__mcq:support","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","On x² + y² = 25, why does dy/dx = −x/y depend on y as well as x?

Reasoning check: Identify the representation and the governing relationship before calculating."
